transcript_id	gene_id
YPL204W_mRNA	HRR25
YOL133W_mRNA	HRT1
YLR097C_mRNA	HRT3
YMR186W_mRNA	HSC82
YHL002W_mRNA	HSE1
YGL073W_mRNA	HSF1
YMR288W_mRNA	HSH155
YOR319W_mRNA	HSH49
YKL138C-A_mRNA	HSK3
YKL101W_mRNA	HSL1
YBR133C_mRNA	HSL7
YBR272C_mRNA	HSM3
YOR020C_mRNA	HSP10
YLL026W_mRNA	HSP104
YFL014W_mRNA	HSP12
YJL159W_mRNA	HSP150
YBR072W_mRNA	HSP26
YCR021C_mRNA	HSP30
YDR533C_mRNA	HSP31
YPL280W_mRNA	HSP32
YOR391C_mRNA	HSP33
YDR171W_mRNA	HSP42
YLR259C_mRNA	HSP60
YDR258C_mRNA	HSP78
YPL240C_mRNA	HSP82
YOL068C_mRNA	HST1
YPL015C_mRNA	HST2
YOR025W_mRNA	HST3
YDR191W_mRNA	HST4
YGR223C_mRNA	HSV2
YDR225W_mRNA	HTA1
YBL003C_mRNA	HTA2
YDR224C_mRNA	HTB1
YBL002W_mRNA	HTB2
YHR067W_mRNA	HTD2
YCR020W-B_mRNA	HTL1
YPR033C_mRNA	HTS1
YOL012C_mRNA	HTZ1
YGR268C_mRNA	HUA1
YOR284W_mRNA	HUA2
YNR032C-A_mRNA	HUB1
YML058W-A_mRNA	HUG1
YJR036C_mRNA	HUL4
YGL141W_mRNA	HUL5
YGL168W_mRNA	HUR1
YPL244C_mRNA	HUT1
YER039C_mRNA	HVG1
YFR053C_mRNA	HXK1
YGL253W_mRNA	HXK2
YHR094C_mRNA	HXT1
YFL011W_mRNA	HXT10
YOL156W_mRNA	HXT11
YEL069C_mRNA	HXT13
YNL318C_mRNA	HXT14
YDL245C_mRNA	HXT15
YJR158W_mRNA	HXT16
YNR072W_mRNA	HXT17
YMR011W_mRNA	HXT2
YDR345C_mRNA	HXT3
YHR092C_mRNA	HXT4
YHR096C_mRNA	HXT5
YDR343C_mRNA	HXT6
YDR342C_mRNA	HXT7
YJL214W_mRNA	HXT8
YJL219W_mRNA	HXT9
YKL189W_mRNA	HYM1
YEL034W_mRNA	HYP2
YIR037W_mRNA	HYR1
YOR126C_mRNA	IAH1
YJR122W_mRNA	IBA57
YNL164C_mRNA	IBD2
YIL090W_mRNA	ICE2
YER065C_mRNA	ICL1
YPR006C_mRNA	ICL2
YER078C_mRNA	ICP55
ICR1	ICR1
YBR157C_mRNA	ICS2
YJL077C_mRNA	ICS3
YLR099C_mRNA	ICT1
YMR195W_mRNA	ICY1
YPL250C_mRNA	ICY2
YNL037C_mRNA	IDH1
YOR136W_mRNA	IDH2
YPL117C_mRNA	IDI1
YDL066W_mRNA	IDP1
YLR174W_mRNA	IDP2
YNL009W_mRNA	IDP3
YJL146W_mRNA	IDS2
YFL013C_mRNA	IES1
YNL215W_mRNA	IES2
YLR052W_mRNA	IES3
YOR189W_mRNA	IES4
YER092W_mRNA	IES5
YEL044W_mRNA	IES6
YBR159W_mRNA	IFA38
YLR223C_mRNA	IFH1
YOL023W_mRNA	IFM1
YFR017C_mRNA	IGD1
YNL157W_mRNA	IGO1
YHR132W-A_mRNA	IGO2
YHR187W_mRNA	IKI1
YLR384C_mRNA	IKI3
YJL057C_mRNA	IKS1
YJR118C_mRNA	ILM1
YBL076C_mRNA	ILS1
YER086W_mRNA	ILV1
YMR108W_mRNA	ILV2
YJR016C_mRNA	ILV3
YLR355C_mRNA	ILV5
YCL009C_mRNA	ILV6
YGR287C_mRNA	IMA1
YOL157C_mRNA	IMA2
YIL172C_mRNA	IMA3
YJL221C_mRNA	IMA4
YJL216C_mRNA	IMA5
YAR073W_mRNA	IMD1
YHR216W_mRNA	IMD2
YLR432W_mRNA	IMD3
YML056C_mRNA	IMD4
YML056C_pre-mRNA	IMD4
YJR094C_mRNA	IME1
YJL106W_mRNA	IME2
YGL192W_mRNA	IME4
YCR046C_mRNA	IMG1
YCR071C_mRNA	IMG2
YLR309C_mRNA	IMH1
YJR138W_mRNA	IML1
YJL082W_mRNA	IML2
YBR107C_mRNA	IML3
YGR031W_mRNA	IMO32
YMR150C_mRNA	IMP1
YMR035W_mRNA	IMP2
YIL154C_mRNA	IMP2%27
YHR148W_mRNA	IMP3
YNL075W_mRNA	IMP4
YLR413W_mRNA	INA1
YPL099C_mRNA	INA17
YIR024C_mRNA	INA22
YDL181W_mRNA	INH1
YHR046C_mRNA	INM1
YDR287W_mRNA	INM2
YNL152W_mRNA	INN1
YJL153C_mRNA	INO1
YDR123C_mRNA	INO2
YOL108C_mRNA	INO4
YGL150C_mRNA	INO80
YMR204C_mRNA	INP1
YMR163C_mRNA	INP2
YIL002C_mRNA	INP51
YNL106C_mRNA	INP52
YOR109W_mRNA	INP53
YOL065C_mRNA	INP54
YLR095C_mRNA	IOC2
YFR013W_mRNA	IOC3
YMR044W_mRNA	IOC4
YHR085W_mRNA	IPI1
YNL182C_mRNA	IPI3
YDR315C_mRNA	IPK1
YPL209C_mRNA	IPL1
YBR011C_mRNA	IPP1
YDR072C_mRNA	IPT1
YPL242C_mRNA	IQG1
YBR140C_mRNA	IRA1
YOL081W_mRNA	IRA2
YOL015W_mRNA	IRC10
YOR013W_mRNA	IRC11
YOR235W_mRNA	IRC13
YOR135C_mRNA	IRC14
YPL017C_mRNA	IRC15
YPR038W_mRNA	IRC16
YJL037W_mRNA	IRC18
YLL033W_mRNA	IRC19
YDR112W_mRNA	IRC2
YLR247C_mRNA	IRC20
YMR073C_mRNA	IRC21
YEL001C_mRNA	IRC22
YOR044W_mRNA	IRC23
YIR036C_mRNA	IRC24
YLR021W_mRNA	IRC25
YDR332W_mRNA	IRC3
YDR540C_mRNA	IRC4
YFR038W_mRNA	IRC5
YFR043C_mRNA	IRC6
YFR055W_mRNA	IRC7
YJL051W_mRNA	IRC8
YJL142C_mRNA	IRC9
YHR079C_mRNA	IRE1
YIL026C_mRNA	IRR1
YKR019C_mRNA	IRS4
IRT1	IRT1
YLL027W_mRNA	ISA1
YPR067W_mRNA	ISA2
YER019W_mRNA	ISC1
YER180C_mRNA	ISC10
YER048W-A_mRNA	ISD11
YMR081C_mRNA	ISF1
YPL040C_mRNA	ISM1
YOR155C_mRNA	ISN1
YPR106W_mRNA	ISR1
YNL265C_mRNA	IST1
YNL265C_pre-mRNA	IST1
YBR086C_mRNA	IST2
YIR005W_mRNA	IST3
YPL135W_mRNA	ISU1
YOR226C_mRNA	ISU2
YBR245C_mRNA	ISW1
YOR304W_mRNA	ISW2
YJR050W_mRNA	ISY1
YGL133W_mRNA	ITC1
YDR497C_mRNA	ITR1
YOL103W_mRNA	ITR2
YML068W_mRNA	ITT1
YDR229W_mRNA	IVY1
YDL115C_mRNA	IWR1
YDL115C_pre-mRNA	IWR1
YKL032C_mRNA	IXR1
YDR492W_mRNA	IZH1
YOL002C_mRNA	IZH2
YLR023C_mRNA	IZH3
YOL101C_mRNA	IZH4
YGL018C_mRNA	JAC1
YJL073W_mRNA	JEM1
YKL217W_mRNA	JEN1
YER051W_mRNA	JHD1
YJR119C_mRNA	JHD2
YPR061C_mRNA	JID1
YLR331C_mRNA	JIP3
YDR475C_mRNA	JIP4
YPR169W_mRNA	JIP5
YNL227C_mRNA	JJJ1
YJL162C_mRNA	JJJ2
YJR097W_mRNA	JJJ3
YLL057C_mRNA	JLP1
YMR132C_mRNA	JLP2
YMR294W_mRNA	JNM1
YJR091C_mRNA	JSN1
YKR038C_mRNA	KAE1
YBR017C_mRNA	KAP104
YGL241W_mRNA	KAP114
YPL125W_mRNA	KAP120
YGL016W_mRNA	KAP122
YER110C_mRNA	KAP123
YLR347C_mRNA	KAP95
YNL188W_mRNA	KAR1
YJL034W_mRNA	KAR2
YPR141C_mRNA	KAR3
YCL055W_mRNA	KAR4
YMR065W_mRNA	KAR5
YPL269W_mRNA	KAR9
YCL024W_mRNA	KCC4
YJR054W_mRNA	KCH1
YDR017C_mRNA	KCS1
YKL161C_mRNA	KDX1
YFR042W_mRNA	KEG1
YDR367W_mRNA	KEI1
YDR367W_pre-mRNA	KEI1
YHR158C_mRNA	KEL1
YGR238C_mRNA	KEL2
YPL263C_mRNA	KEL3
YPL145C_mRNA	KES1
YGL203C_mRNA	KEX1
YNL238W_mRNA	KEX2
YIL125W_mRNA	KGD1
YDR148C_mRNA	KGD2
YJL094C_mRNA	KHA1
YHR102W_mRNA	KIC1
YDR122W_mRNA	KIN1
YLR096W_mRNA	KIN2
YDL108W_mRNA	KIN28
YDL108W_pre-mRNA	KIN28
YAR018C_mRNA	KIN3
YOR233W_mRNA	KIN4
YCR091W_mRNA	KIN82
YBL063W_mRNA	KIP1
YPL155C_mRNA	KIP2
YGL216W_mRNA	KIP3
YKL168C_mRNA	KKQ8
YDL049C_mRNA	KNH1
YLL019C_mRNA	KNS1
YHR186C_mRNA	KOG1
YNL322C_mRNA	KRE1
YDR483W_mRNA	KRE2
YDR532C_mRNA	KRE28
YER038C_mRNA	KRE29
YNL132W_mRNA	KRE33
YOR336W_mRNA	KRE5
YPR159W_mRNA	KRE6
YJL174W_mRNA	KRE9
YNL308C_mRNA	KRI1
YCL059C_mRNA	KRR1
YDR037W_mRNA	KRS1
YNL024C-A_mRNA	KSH1
YHR082C_mRNA	KSP1
YGR040W_mRNA	KSS1
YBL071W-A_mRNA	KTI11
YKL110C_mRNA	KTI12
YOR099W_mRNA	KTR1
YKR061W_mRNA	KTR2
YBR205W_mRNA	KTR3
YBR199W_mRNA	KTR4
YNL029C_mRNA	KTR5
YPL053C_mRNA	KTR6
YIL085C_mRNA	KTR7
YGL079W_mRNA	KXD1
YJL207C_mRNA	LAA1
YKL008C_mRNA	LAC1
YHL003C_mRNA	LAG1
YOL025W_mRNA	LAG2
YNL045W_mRNA	LAP2
YNL239W_mRNA	LAP3
YKR063C_mRNA	LAS1
YOR181W_mRNA	LAS17
YJL062W_mRNA	LAS21
YNL071W_mRNA	LAT1
YMR296C_mRNA	LCB1
YDR062W_mRNA	LCB2
YJL134W_mRNA	LCB3
YOR171C_mRNA	LCB4
YLR260W_mRNA	LCB5
YDR499W_mRNA	LCD1
YPL056C_mRNA	LCL1
YLR104W_mRNA	LCL2
YGL085W_mRNA	LCL3
YER127W_mRNA	LCP5
YCL005W_mRNA	LDB16
YDL146W_mRNA	LDB17
YLL049W_mRNA	LDB18
YOR322C_mRNA	LDB19
YBL006C_mRNA	LDB7
YBR204C_mRNA	LDH1
YAL018C_mRNA	LDS1
YOL047C_mRNA	LDS2
YOL047C_pre-mRNA	LDS2
YPL213W_mRNA	LEA1
YPL054W_mRNA	LEE1
YNL323W_mRNA	LEM3
YOR123C_mRNA	LEO1
YGL009C_mRNA	LEU1
YCL018W_mRNA	LEU2
YLR451W_mRNA	LEU3
YNL104C_mRNA	LEU4
YHR002W_mRNA	LEU5
YOR108W_mRNA	LEU9
YPL055C_mRNA	LGE1
YDL051W_mRNA	LHP1
YKL073W_mRNA	LHS1
YJR070C_mRNA	LIA1
YGL090W_mRNA	LIF1
YHR156C_mRNA	LIN1
YMR298W_mRNA	LIP1
YLR239C_mRNA	LIP2
YOR196C_mRNA	LIP5
YHR192W_mRNA	LNP1
YPR139C_mRNA	LOA1
YFR001W_mRNA	LOC1
YJL038C_mRNA	LOH1
YKL205W_mRNA	LOS1
YKL183W_mRNA	LOT5
YLR011W_mRNA	LOT6
YFL018C_mRNA	LPD1
YOR059C_mRNA	LPL1
YDR503C_mRNA	LPP1
YOR084W_mRNA	LPX1
YCL051W_mRNA	LRE1
YDL240W_mRNA	LRG1
YNR008W_mRNA	LRO1
YHR081W_mRNA	LRP1
YDR439W_mRNA	LRS4
YGR136W_mRNA	LSB1
YFR024C-A_mRNA	LSB3
YFR024C-A_pre-mRNA	LSB3
YCL034W_mRNA	LSB5
YJL100W_mRNA	LSB6
YOR142W_mRNA	LSC1
YGR244C_mRNA	LSC2
YGL099W_mRNA	LSG1
YJL124C_mRNA	LSM1
YHR121W_mRNA	LSM12
YBL026W_mRNA	LSM2
YBL026W_pre-mRNA	LSM2
YLR438C-A_mRNA	LSM3
YER112W_mRNA	LSM4
YER146W_mRNA	LSM5
YDR378C_mRNA	LSM6
YNL147W_mRNA	LSM7
YNL147W_pre-mRNA	LSM7
YJR022W_mRNA	LSM8
YJR005C-A_mRNA	LSO1
YGR169C-A_mRNA	LSO2
YPL004C_mRNA	LSP1
YKL176C_mRNA	LST4
YGR057C_mRNA	LST7
YNL006W_mRNA	LST8
YAL024C_mRNA	LTE1
YNL260C_mRNA	LTO1
YPR073C_mRNA	LTP1
YKL143W_mRNA	LTV1
YDL087C_mRNA	LUC7
YNL268W_mRNA	LYP1
YIR034C_mRNA	LYS1
YIL094C_mRNA	LYS12
YDR034C_mRNA	LYS14
YBR115C_mRNA	LYS2
YDL182W_mRNA	LYS20
YDL131W_mRNA	LYS21
YDR234W_mRNA	LYS4
YGL154C_mRNA	LYS5
YNR050C_mRNA	LYS9
YMR021C_mRNA	MAC1
YGL086W_mRNA	MAD1
YJL030W_mRNA	MAD2
YJL013C_mRNA	MAD3
YKL029C_mRNA	MAE1
YDR005C_mRNA	MAF1
YDR005C_pre-mRNA	MAF1
YER142C_mRNA	MAG1
YLR427W_mRNA	MAG2
YEL053C_mRNA	MAK10
YKL021C_mRNA	MAK11
YAL025C_mRNA	MAK16
YDR060W_mRNA	MAK21
YPR051W_mRNA	MAK3
YCR020C-A_mRNA	MAK31
YCR019W_mRNA	MAK32
YBR142W_mRNA	MAK5
YGR289C_mRNA	MAL11
YGR292W_mRNA	MAL12
YGR288W_mRNA	MAL13
YBR298C_mRNA	MAL31
YBR299W_mRNA	MAL32
YBR297W_mRNA	MAL33
YER106W_mRNA	MAM1
YOL060C_mRNA	MAM3
YIL070C_mRNA	MAM33
YLR244C_mRNA	MAP1
YBL091C_mRNA	MAP2
YLR163C_mRNA	MAS1
YHR024C_mRNA	MAS2
YCR040W_mRNA	MATALPHA1
YCR039C_mRNA	MATALPHA2
YBR185C_mRNA	MBA1
YJL199C_mRNA	MBB1
YOR298C-A_mRNA	MBF1
YDL056W_mRNA	MBP1
YKL093W_mRNA	MBR1
YOR197W_mRNA	MCA1
YDL003W_mRNA	MCD1
YKL165C_mRNA	MCD4
YDL054C_mRNA	MCH1
YKL221W_mRNA	MCH2
YOL119C_mRNA	MCH4
YOR306C_mRNA	MCH5
YNL307C_mRNA	MCK1
YMR043W_mRNA	MCM1
YIL150C_mRNA	MCM10
YPR046W_mRNA	MCM16
YBL023C_mRNA	MCM2
YDR318W_mRNA	MCM21
YDR318W_pre-mRNA	MCM21
YJR135C_mRNA	MCM22
YEL032W_mRNA	MCM3
YPR019W_mRNA	MCM4
YLR274W_mRNA	MCM5
YGL201C_mRNA	MCM6
YBR202W_mRNA	MCM7
YOR228C_mRNA	MCP1
YLR253W_mRNA	MCP2
YKL150W_mRNA	MCR1
YKL150W_pre-mRNA	MCR1
YOR221C_mRNA	MCT1
YBR227C_mRNA	MCX1
YJR024C_mRNA	MDE1
YNL173C_mRNA	MDG1
YKL085W_mRNA	MDH1
YOL126C_mRNA	MDH2
YDL078C_mRNA	MDH3
YFL016C_mRNA	MDJ1
YNL328C_mRNA	MDJ2
YLR188W_mRNA	MDL1
YPL270W_mRNA	MDL2
YML104C_mRNA	MDM1
YAL010C_mRNA	MDM10
YOL009C_mRNA	MDM12
YOL076W_mRNA	MDM20
YLR368W_mRNA	MDM30
YHR194W_mRNA	MDM31
YOR147W_mRNA	MDM32
YGL219C_mRNA	MDM34
YKL053C-A_mRNA	MDM35
YPR083W_mRNA	MDM36
YOL027C_mRNA	MDM38
YLR106C_mRNA	MDN1
YGR100W_mRNA	MDR1
YGL197W_mRNA	MDS3
YJL112W_mRNA	MDV1
YOL111C_mRNA	MDY2
YBR136W_mRNA	MEC1
YLR288C_mRNA	MEC3
YPR070W_mRNA	MED1
YMR112C_mRNA	MED11
YDL005C_mRNA	MED2
YOR174W_mRNA	MED4
YHR058C_mRNA	MED6
YOL135C_mRNA	MED7
YBR193C_mRNA	MED8
YLR069C_mRNA	MEF1
YJL102W_mRNA	MEF2
YKR007W_mRNA	MEH1
YER044C-A_mRNA	MEI4
YER044C-A_pre-mRNA	MEI4
YPL121C_mRNA	MEI5
YOR351C_mRNA	MEK1
YGR121C_mRNA	MEP1
YNL142W_mRNA	MEP2
YPR138C_mRNA	MEP3
YNL210W_mRNA	MER1
YGR264C_mRNA	MES1
YKR069W_mRNA	MET1
YFR030W_mRNA	MET10
YPL023C_mRNA	MET12
YGL125W_mRNA	MET13
YKL001C_mRNA	MET14
YPR167C_mRNA	MET16
YLR303W_mRNA	MET17
YIL128W_mRNA	MET18
YNL277W_mRNA	MET2
YOL064C_mRNA	MET22
YIR017C_mRNA	MET28
YJR010W_mRNA	MET3
YIL046W_mRNA	MET30
YPL038W_mRNA	MET31
YDR253C_mRNA	MET32
YNL103W_mRNA	MET4
YJR137C_mRNA	MET5
YER091C_mRNA	MET6
YOR241W_mRNA	MET7
YBR213W_mRNA	MET8
YLR017W_mRNA	MEU1
YPL169C_mRNA	MEX67
YPL187W_mRNA	MF%28ALPHA%291
YGL089C_mRNA	MF%28ALPHA%292
YDR461W_mRNA	MFA1
YNL145W_mRNA	MFA2
YDR219C_mRNA	MFB1
YDL233W_mRNA	MFG1
YPL060W_mRNA	MFM1
YML062C_mRNA	MFT1
YGR249W_mRNA	MGA1
YIR033W_mRNA	MGA2
YOR232W_mRNA	MGE1
YOR211C_mRNA	MGM1
YJR144W_mRNA	MGM101
YCL044C_mRNA	MGR1
YPL098C_mRNA	MGR2
YMR115W_mRNA	MGR3
YNL218W_mRNA	MGS1
YDL200C_mRNA	MGT1
YOL086W-A_mRNA	MHF1
YDL160C-A_mRNA	MHF2
YJR008W_mRNA	MHO1
YJL042W_mRNA	MHP1
YDR296W_mRNA	MHR1
YLL062C_mRNA	MHT1
YKL195W_mRNA	MIA40
YCL057C-A_mRNA	MIC10
YBR262C_mRNA	MIC12
YFR011C_mRNA	MIC19
YGR235C_mRNA	MIC26
YNL100W_mRNA	MIC27
YKR016W_mRNA	MIC60
YNL291C_mRNA	MID1
YLR332W_mRNA	MID2
YKL089W_mRNA	MIF2
YGL035C_mRNA	MIG1
YGL209W_mRNA	MIG2
YER028C_mRNA	MIG3
YMR036C_mRNA	MIH1
YOL026C_mRNA	MIM1
YLR099W-A_mRNA	MIM2
YOR330C_mRNA	MIP1
YHR015W_mRNA	MIP6
YJR077C_mRNA	MIR1
YBR084W_mRNA	MIS1
YEL007W_mRNA	MIT1
YDR031W_mRNA	MIX14
YMR002W_mRNA	MIX17
YBL107C_mRNA	MIX23
YDR144C_mRNA	MKC7
YOR231W_mRNA	MKK1
YPL140C_mRNA	MKK2
YNL076W_mRNA	MKS1
YNL085W_mRNA	MKT1
YGL106W_mRNA	MLC1
YPR188C_mRNA	MLC2
YNL074C_mRNA	MLF3
YMR167W_mRNA	MLH1
YLR035C_mRNA	MLH2
YPL164C_mRNA	MLH3
YKR095W_mRNA	MLP1
YIL149C_mRNA	MLP2
YNL117W_mRNA	MLS1
YIL051C_mRNA	MMF1
YLL006W_mRNA	MMM1
YLL061W_mRNA	MMP1
YLR190W_mRNA	MMR1
YPR164W_mRNA	MMS1
YGL087C_mRNA	MMS2
YGL087C_pre-mRNA	MMS2
YEL019C_mRNA	MMS21
YLR320W_mRNA	MMS22
YBR098W_mRNA	MMS4
YMR177W_mRNA	MMT1
YPL224C_mRNA	MMT2
YGL183C_mRNA	MND1
YGL183C_pre-mRNA	MND1
YIR025W_mRNA	MND2
YOR350C_mRNA	MNE1
YHR204W_mRNA	MNL1
YLR057W_mRNA	MNL2
YER001W_mRNA	MNN1
YDR245W_mRNA	MNN10
YJL183W_mRNA	MNN11
YBR015C_mRNA	MNN2
YKL201C_mRNA	MNN4
YJL186W_mRNA	MNN5
YPL050C_mRNA	MNN9
YGL068W_mRNA	MNP1
YKL064W_mRNA	MNR2
YJR131W_mRNA	MNS1
YGL257C_mRNA	MNT2
YIL014W_mRNA	MNT3
YNR059W_mRNA	MNT4
YIL106W_mRNA	MOB1
YIL106W_pre-mRNA	MOB1
YFL034C-B_mRNA	MOB2
YFL034C-B_pre-mRNA	MOB2
YOR274W_mRNA	MOD5
YJR074W_mRNA	MOG1
YBL049W_mRNA	MOH1
YGL124C_mRNA	MON1
YNL297C_mRNA	MON2
YPL082C_mRNA	MOT1
YER068W_mRNA	MOT2
YMR070W_mRNA	MOT3
YNL249C_mRNA	MPA43
YGL080W_mRNA	MPC1
YHR162W_mRNA	MPC2
YGR243W_mRNA	MPC3
YOR177C_mRNA	MPC54
YOR288C_mRNA	MPD1
YOL088C_mRNA	MPD2
YKL059C_mRNA	MPE1
YIR002C_mRNA	MPH1
YDL247W_mRNA	MPH2
YJR160C_mRNA	MPH3
YJL066C_mRNA	MPM1
YGL010W_mRNA	MPO1
YJR002W_mRNA	MPP10
YNR024W_mRNA	MPP6
YDL028C_mRNA	MPS1
YGL075C_mRNA	MPS2
YJL019W_mRNA	MPS3
YGL178W_mRNA	MPT5
YGL178W_pre-mRNA	MPT5
YCL061C_mRNA	MRC1
YPR112C_mRNA	MRD1
YMR224C_mRNA	MRE11
YGL143C_mRNA	MRF1
YDR033W_mRNA	MRH1
YGL064C_mRNA	MRH4
YPR118W_mRNA	MRI1
YDL079C_mRNA	MRK1
YDL079C_pre-mRNA	MRK1
YPR079W_mRNA	MRL1
YOR201C_mRNA	MRM1
YGL136C_mRNA	MRM2
YPL184C_mRNA	MRN1
YDR347W_mRNA	MRP1
YDL045W-A_mRNA	MRP10
YGR084C_mRNA	MRP13
YKL003C_mRNA	MRP17
YPR166C_mRNA	MRP2
YDR405W_mRNA	MRP20
YBL090W_mRNA	MRP21
YHL004W_mRNA	MRP4
YKL167C_mRNA	MRP49
YPL118W_mRNA	MRP51
YNL005C_mRNA	MRP7
YKL142W_mRNA	MRP8
YDR116C_mRNA	MRPL1
YNL284C_mRNA	MRPL10
YDL202W_mRNA	MRPL11
YKR006C_mRNA	MRPL13
YLR312W-A_mRNA	MRPL15
YBL038W_mRNA	MRPL16
YNL252C_mRNA	MRPL17
YNL185C_mRNA	MRPL19
YKR085C_mRNA	MRPL20
YNL177C_mRNA	MRPL22
YOR150W_mRNA	MRPL23
YMR193W_mRNA	MRPL24
YGR076C_mRNA	MRPL25
YBR282W_mRNA	MRPL27
YDR462W_mRNA	MRPL28
YMR024W_mRNA	MRPL3
YKL138C_mRNA	MRPL31
YCR003W_mRNA	MRPL32
YMR286W_mRNA	MRPL33
YDR322W_mRNA	MRPL35
YBR122C_mRNA	MRPL36
YBR268W_mRNA	MRPL37
YKL170W_mRNA	MRPL38
YML009C_mRNA	MRPL39
YLR439W_mRNA	MRPL4
YPL173W_mRNA	MRPL40
YMR225C_mRNA	MRPL44
YMR225C_pre-mRNA	MRPL44
YJL096W_mRNA	MRPL49
YNR022C_mRNA	MRPL50
YPR100W_mRNA	MRPL51
YHR147C_mRNA	MRPL6
YDR237W_mRNA	MRPL7
YJL063C_mRNA	MRPL8
YGR220C_mRNA	MRPL9
YNR036C_mRNA	MRPS12
YPL013C_mRNA	MRPS16
YMR188C_mRNA	MRPS17
YNL306W_mRNA	MRPS18
YDR337W_mRNA	MRPS28
YGR165W_mRNA	MRPS35
YBR251W_mRNA	MRPS5
YMR158W_mRNA	MRPS8
YBR146W_mRNA	MRPS9
YIR021W_mRNA	MRS1
YOR334W_mRNA	MRS2
YJL133W_mRNA	MRS3
YKR052C_mRNA	MRS4
YOR370C_mRNA	MRS6
YKL009W_mRNA	MRT4
YOR066W_mRNA	MSA1
YKR077W_mRNA	MSA2
YOR188W_mRNA	MSB1
YGR014W_mRNA	MSB2
YNL293W_mRNA	MSB3
YOL112W_mRNA	MSB4
YML128C_mRNA	MSC1
YDR205W_mRNA	MSC2
YLR219W_mRNA	MSC3
YOR354C_mRNA	MSC6
YHR039C_mRNA	MSC7
YPL104W_mRNA	MSD1
YOL033W_mRNA	MSE1
YPR047W_mRNA	MSF1
YNL053W_mRNA	MSG5
YHR120W_mRNA	MSH1
YOL090W_mRNA	MSH2
YCR092C_mRNA	MSH3
YFL003C_mRNA	MSH4
YDL154W_mRNA	MSH5
YDR097C_mRNA	MSH6
YBR195C_mRNA	MSI1
YNL073W_mRNA	MSK1
YIR009W_mRNA	MSL1
YLR116W_mRNA	MSL5
YGR171C_mRNA	MSM1
YOL116W_mRNA	MSN1
YMR037C_mRNA	MSN2
YKL062W_mRNA	MSN4
YDR335W_mRNA	MSN5
YNR049C_mRNA	MSO1
YGR028W_mRNA	MSP1
YHR091C_mRNA	MSR1
YMR023C_mRNA	MSS1
YMR164C_mRNA	MSS11
YDR194C_mRNA	MSS116
YPR134W_mRNA	MSS18
YDL107W_mRNA	MSS2
YDR208W_mRNA	MSS4
YLR203C_mRNA	MSS51
YKL194C_mRNA	MST1
YGL051W_mRNA	MST27
YAR033W_mRNA	MST28
YDR268W_mRNA	MSW1
YPL097W_mRNA	MSY1
YJL123C_mRNA	MTC1
YKL098W_mRNA	MTC2
YGL226W_mRNA	MTC3
YBR255W_mRNA	MTC4
YDR128W_mRNA	MTC5
YHR151C_mRNA	MTC6
YEL033W_mRNA	MTC7
YKR080W_mRNA	MTD1
YMR228W_mRNA	MTF1
YDL044C_mRNA	MTF2
YMR097C_mRNA	MTG1
YHR168W_mRNA	MTG2
YDR277C_mRNA	MTH1
YGR023W_mRNA	MTL1
YGR257C_mRNA	MTM1
YGL236C_mRNA	MTO1
YNL063W_mRNA	MTQ1
YDR140W_mRNA	MTQ2
YOR160W_mRNA	MTR10
YKL186C_mRNA	MTR2
YKL186C_pre-mRNA	MTR2
YGR158C_mRNA	MTR3
YJL050W_mRNA	MTR4
YAL034W-A_mRNA	MTW1
YMR100W_mRNA	MUB1
YBR119W_mRNA	MUD1
YBR119W_pre-mRNA	MUD1
YKL074C_mRNA	MUD2
YPL070W_mRNA	MUK1
YBR057C_mRNA	MUM2
YOR298W_mRNA	MUM3
YGR055W_mRNA	MUP1
YHL036W_mRNA	MUP3
YDR386W_mRNA	MUS81
YGR206W_mRNA	MVB12
YNR043W_mRNA	MVD1
YMR004W_mRNA	MVP1
YER042W_mRNA	MXR1
YCL033C_mRNA	MXR2
YHR023W_mRNA	MYO1
YOR326W_mRNA	MYO2
YKL129C_mRNA	MYO3
YAL029C_mRNA	MYO4
YMR109W_mRNA	MYO5
YDR493W_mRNA	MZM1
YGL122C_mRNA	NAB2
YPL190C_mRNA	NAB3
YML117W_mRNA	NAB6
YNL124W_mRNA	NAF1
YGR031C-A_mRNA	NAG1
YLR382C_mRNA	NAM2
YMR080C_mRNA	NAM7
YHR086W_mRNA	NAM8
YNL137C_mRNA	NAM9
YPL126W_mRNA	NAN1
YKR048C_mRNA	NAP1
YNL240C_mRNA	NAR1
YIL007C_mRNA	NAS2
YGR232W_mRNA	NAS6
YDL040C_mRNA	NAT1
YGR147C_mRNA	NAT2
YPR131C_mRNA	NAT3
YMR069W_mRNA	NAT4
YOR253W_mRNA	NAT5
YOL070C_mRNA	NBA1
YHR199C-A_mRNA	NBL1
YHR199C-A_pre-mRNA	NBL1
YLR457C_mRNA	NBP1
YDR162C_mRNA	NBP2
YGL091C_mRNA	NBP35
YPR155C_mRNA	NCA2
YJL116C_mRNA	NCA3
YDR397C_mRNA	NCB2
YDR397C_pre-mRNA	NCB2
YJL205C_mRNA	NCE101
YJL205C_pre-mRNA	NCE101
YPR149W_mRNA	NCE102
YNL036W_mRNA	NCE103
YBL024W_mRNA	NCL1
YHR042W_mRNA	NCP1
YPL006W_mRNA	NCR1
YNL119W_mRNA	NCS2
YGL211W_mRNA	NCS6
YML031W_mRNA	NDC1
YIL144W_mRNA	NDC80
